age,income,loan_amount,loan_term,interest_rate,credit_score,employment_years,num_prev_loans,missed_payments,debt_to_income,loan_purpose,default
53,31784,19839,36,14.38,792,8,2,2,0.6242,home_improvement,0
56,59805,13741,60,18.54,705,18,6,2,0.2298,personal,0
40,59129,8876,60,10.66,402,4,7,2,0.1501,medical,1
39,35539,15101,24,15.08,359,8,5,0,0.4249,home_improvement,1
55,68509,13957,12,13.41,385,29,4,0,0.2037,personal,0
63,67567,8550,60,21.08,671,29,4,1,0.1265,home_improvement,0
37,39340,13191,48,17.71,501,24,1,4,0.3353,education,1
63,43126,10829,24,17.42,388,6,0,1,0.2511,home_improvement,0
54,52443,16461,12,5.79,736,29,1,3,0.3139,home_improvement,0
29,41340,14952,24,14.34,419,3,2,3,0.3617,personal,1
46,66527,5690,12,12.94,455,26,0,4,0.0855,home_improvement,1
22,57681,5085,36,20.77,698,17,4,4,0.0882,medical,0
29,35315,11461,60,9.37,487,17,2,4,0.3245,business,1
29,40195,12196,48,9.59,351,19,7,0,0.3034,education,0
60,76378,16565,24,11.99,830,16,3,0,0.2169,personal,0
37,82640,15079,24,9.14,779,29,2,3,0.1825,home_improvement,0
21,64697,20752,24,7.2,529,3,0,4,0.3208,home_improvement,1
45,51197,9196,24,19.58,780,27,0,2,0.1796,home_improvement,0
63,47080,8854,60,14.49,429,29,4,3,0.1881,education,1
60,64894,6241,12,19.64,354,26,5,4,0.0962,business,1
62,56366,16496,60,19.13,570,21,3,2,0.2927,medical,1
45,26018,12130,36,9.79,399,15,4,4,0.4662,medical,1
59,73573,1000,60,14.31,368,21,3,1,0.0136,personal,0
55,79224,13212,60,6.41,598,22,3,2,0.1668,business,0
23,68270,13595,36,20.56,828,4,4,1,0.1991,business,0
57,35350,11133,60,11.87,653,8,6,0,0.3149,education,0
64,43537,13779,12,11.69,451,1,2,3,0.3165,home_improvement,1
64,21561,4678,48,10.15,629,1,7,4,0.217,business,1
50,83728,21846,36,12.83,415,3,1,3,0.2609,home_improvement,1
58,48578,14281,24,9.28,841,19,3,4,0.294,education,0
54,96999,1357,12,11.37,622,19,7,1,0.014,personal,0
32,90194,11964,48,18.6,528,16,6,2,0.1326,personal,1
39,38738,14440,12,19.18,659,19,0,2,0.3728,home_improvement,0
57,42251,5322,12,10.17,304,27,4,4,0.126,home_improvement,1
64,63391,15201,24,12.97,327,20,5,1,0.2398,business,1
37,23418,22085,48,19.85,663,24,6,4,0.9431,education,1
30,47111,8133,12,5.9,761,18,2,4,0.1726,personal,0
32,45313,14570,24,20.12,530,2,7,4,0.3215,business,1
36,88320,13251,36,8.73,694,29,6,2,0.15,medical,0
44,57898,17809,24,16.54,570,4,3,4,0.3076,business,1
39,49874,11346,60,14.9,603,9,5,2,0.2275,home_improvement,0
28,43633,5599,24,14.4,682,5,6,0,0.1283,medical,0
51,71092,17425,24,19.61,327,2,2,1,0.2451,business,1
41,46059,5956,24,6.73,818,16,7,0,0.1293,education,0
37,54094,22853,12,10.9,498,9,6,4,0.4225,personal,1
43,43495,15364,48,14.15,381,23,4,2,0.3532,medical,1
57,27684,8406,24,18.79,387,11,5,1,0.3036,education,1
36,37071,18651,24,8.68,689,0,0,3,0.5031,business,1
26,45964,11944,60,18.65,750,17,3,1,0.2599,home_improvement,0
28,50261,10671,60,11.79,732,18,7,1,0.2123,home_improvement,0
45,51050,7914,36,8.21,673,21,3,4,0.155,education,0
38,53399,1000,36,17.9,734,19,5,0,0.0187,home_improvement,0
45,46203,15626,60,6.55,486,3,2,0,0.3382,personal,1
32,79284,2231,48,13.75,689,14,4,3,0.0281,education,0
35,72063,7240,36,6.09,517,8,6,4,0.1005,education,1
46,52568,14597,48,11.06,407,5,7,1,0.2777,home_improvement,1
61,59576,8995,60,15.22,849,11,6,0,0.151,education,0
46,48302,12942,36,14.45,648,17,1,0,0.2679,business,0
52,15000,4717,24,11.88,821,22,3,2,0.3145,medical,0
30,55368,9909,60,12.29,325,14,6,1,0.179,medical,0
36,60501,12980,36,8.86,347,28,0,4,0.2145,home_improvement,1
27,25972,6291,48,12.75,669,18,3,0,0.2422,personal,0
37,63989,22118,48,21.21,313,8,3,4,0.3457,personal,1
43,49949,8175,36,19.46,486,21,1,1,0.1637,home_improvement,1
46,61082,20270,48,7.47,823,23,1,1,0.3318,home_improvement,0
41,50492,10993,36,5.51,578,12,4,0,0.2177,education,1
42,77517,2589,36,20.87,640,15,6,3,0.0334,personal,0
27,59072,5178,48,13.95,627,12,6,4,0.0877,medical,0
34,73043,13056,12,14.14,324,0,3,4,0.1787,home_improvement,1
35,74525,18196,24,18.27,828,17,3,2,0.2442,medical,0
27,34847,22618,60,10.35,725,21,2,1,0.6491,medical,0
29,41697,12769,24,13.19,328,2,2,1,0.3062,personal,0
28,63128,4936,60,21.47,622,16,6,0,0.0782,medical,0
43,48420,13670,60,16.43,612,21,7,0,0.2823,education,0
49,50705,7048,24,7.61,569,4,5,0,0.139,education,1
38,78158,14353,36,7.26,594,28,5,2,0.1836,personal,0
51,49413,6351,48,8.47,522,24,0,3,0.1285,education,1
50,37559,1000,12,18.03,374,5,6,0,0.0266,home_improvement,1
59,39991,19901,12,10.02,401,20,6,0,0.4976,personal,1
55,94282,10641,12,5.36,831,16,6,0,0.1129,medical,0
38,51792,12297,24,21.05,472,16,0,2,0.2374,home_improvement,1
62,30443,17980,24,7.89,303,26,2,4,0.5906,personal,1
59,23149,23273,36,5.16,778,0,5,3,1.0054,medical,1
37,43756,16320,12,9.03,694,6,6,4,0.373,medical,0
34,51462,12618,36,9.0,466,21,0,1,0.2452,medical,0
51,72085,14777,12,12.17,599,29,3,1,0.205,medical,0
44,70342,10231,24,20.65,417,15,7,0,0.1454,medical,1
55,54885,12216,48,19.95,811,4,5,4,0.2226,personal,0
64,46824,12869,48,12.77,474,15,1,2,0.2748,education,1
54,61112,7280,48,11.99,458,3,5,3,0.1191,medical,1
23,23522,12127,48,14.44,683,10,3,4,0.5156,home_improvement,0
57,90659,14202,60,9.14,526,13,2,4,0.1567,personal,1
63,66773,15102,12,5.89,337,28,4,3,0.2262,business,1
60,70605,14623,48,20.97,762,12,4,4,0.2071,education,0
46,35665,3965,60,8.17,730,26,2,4,0.1112,home_improvement,0
43,78087,19375,60,8.37,403,23,7,3,0.2481,medical,1
64,46719,18877,60,13.03,492,26,3,2,0.4041,personal,1
59,37853,11423,36,13.36,549,7,0,3,0.3018,personal,1
35,54294,14733,36,5.31,312,20,5,0,0.2714,medical,0
24,53874,10700,60,7.52,687,19,5,0,0.1986,home_improvement,0
49,35586,16511,48,11.43,370,14,0,0,0.464,personal,1
42,38891,7114,12,16.62,737,17,4,0,0.1829,education,0
45,37481,20054,24,8.88,343,6,6,1,0.535,home_improvement,1
33,37653,16213,36,12.19,571,20,6,2,0.4306,medical,1
38,48014,16352,48,14.47,313,18,2,1,0.3406,home_improvement,0
53,29998,11369,48,20.11,670,24,6,4,0.379,home_improvement,0
36,42555,3524,24,10.54,411,8,2,4,0.0828,business,1
62,73812,17303,24,7.27,678,10,6,3,0.2344,medical,0
64,69819,3722,48,13.32,613,26,1,0,0.0533,education,0
22,36102,17375,24,17.69,714,9,4,3,0.4813,medical,0
55,72247,7367,48,6.87,784,13,7,4,0.102,business,0
62,19604,2477,24,12.22,468,15,2,0,0.1264,medical,0
54,98724,12005,24,5.3,545,26,1,2,0.1216,medical,1
50,78405,19096,48,5.57,565,7,0,4,0.2436,education,1
33,44924,6206,60,13.21,542,0,4,3,0.1381,business,1
33,61883,21594,48,10.07,599,11,4,3,0.3489,medical,0
38,29783,15940,12,19.37,626,2,2,4,0.5352,medical,1
52,56087,12940,24,15.24,829,1,2,1,0.2307,personal,0
52,51694,9386,36,12.72,641,15,3,2,0.1816,medical,0
55,39974,9804,24,11.93,548,3,6,4,0.2453,education,1
59,46565,14581,12,13.45,679,1,0,4,0.3131,personal,0
49,44794,17076,36,5.69,831,11,0,3,0.3812,business,0
49,34628,8439,36,20.18,680,26,5,0,0.2437,home_improvement,0
64,39553,7160,48,21.97,341,23,1,0,0.181,education,1
36,29046,10717,60,8.09,644,16,7,0,0.369,business,0
64,70431,20361,48,7.05,560,19,1,3,0.2891,personal,1
30,38221,4698,36,7.44,605,20,3,0,0.1229,home_improvement,0
50,33003,18854,36,16.24,539,29,5,4,0.5713,business,1
45,70147,12253,60,16.24,612,9,0,1,0.1747,education,0
59,61653,2083,24,19.41,740,19,6,1,0.0338,personal,0
40,69481,9230,60,17.78,432,7,6,1,0.1328,education,0
25,71489,15658,48,12.64,350,17,7,0,0.219,education,0
21,89874,22810,24,15.42,691,24,6,1,0.2538,personal,0
50,52191,4035,48,16.7,822,17,6,0,0.0773,medical,0
23,28763,1000,60,13.72,807,17,1,4,0.0348,education,0
34,59878,4142,24,13.09,653,28,0,4,0.0692,personal,0
50,42957,18782,60,15.97,694,1,6,3,0.4372,education,1
24,37764,1237,12,14.48,395,11,0,3,0.0328,medical,1
38,56798,20983,36,15.95,405,9,5,2,0.3694,personal,1
57,70583,19288,24,15.42,812,7,1,4,0.2733,business,0
45,39952,13146,36,17.23,541,18,2,0,0.329,business,0
21,77938,8241,12,15.93,787,9,2,2,0.1057,business,0
35,37186,12331,24,13.84,814,10,5,4,0.3316,home_improvement,0
29,50609,15666,36,16.59,360,13,1,0,0.3095,education,0
35,61953,14750,36,12.64,715,25,7,4,0.2381,education,0
44,48017,22437,24,9.11,593,14,3,4,0.4673,personal,1
24,23031,10439,36,5.02,601,29,4,0,0.4533,home_improvement,0
32,71693,4194,36,14.52,469,23,5,4,0.0585,education,1
57,43777,3136,24,15.04,340,22,0,4,0.0716,personal,1
57,68408,1936,36,21.52,530,9,5,4,0.0283,medical,1
63,32245,13177,36,11.15,708,3,4,3,0.4087,education,1
26,35318,10593,48,11.7,596,6,7,1,0.2999,education,0
59,70523,12195,48,8.43,754,10,5,4,0.1729,medical,0
44,61129,8777,12,6.2,356,23,1,0,0.1436,medical,0
31,47105,5338,48,18.14,539,21,0,4,0.1133,education,1
33,61390,15686,48,9.24,475,21,4,3,0.2555,medical,1
54,37827,1000,12,15.35,362,2,6,3,0.0264,personal,1
45,56984,7190,36,16.69,437,4,2,4,0.1262,education,1
27,57313,16718,36,13.01,753,25,3,2,0.2917,education,0
24,48271,6594,48,19.9,748,1,5,1,0.1366,business,0
28,39964,14350,12,12.54,525,11,5,0,0.3591,education,0
40,56264,7198,36,9.84,742,20,4,0,0.1279,business,0
49,54010,9264,60,20.23,505,4,3,0,0.1715,medical,1
30,46615,15449,24,19.65,326,6,5,0,0.3314,medical,1
63,36391,4332,24,7.79,756,3,7,3,0.119,personal,0
54,55224,16471,24,5.44,406,29,2,1,0.2983,business,0
46,46660,12275,48,6.53,743,10,4,4,0.2631,education,0
61,36376,19538,24,9.87,335,21,1,4,0.5371,business,1
23,55783,13248,24,21.53,454,8,0,2,0.2375,medical,1
26,83949,5583,60,14.49,468,3,2,4,0.0665,medical,1
25,48397,22367,36,11.35,571,26,3,1,0.4622,personal,1
25,81959,6084,60,20.11,846,29,3,4,0.0742,medical,0
43,93057,10637,48,12.7,719,21,2,3,0.1143,business,0
29,37838,17744,24,10.36,483,28,6,4,0.4689,education,1
55,55162,1000,36,21.0,536,27,1,0,0.0181,education,1
40,92867,20638,24,19.44,808,8,5,0,0.2222,business,0
62,52820,5094,24,19.34,740,25,1,0,0.0964,personal,0
55,55662,9270,48,13.71,421,11,5,0,0.1665,education,0
38,24939,13733,24,18.42,716,15,5,3,0.5507,business,1
37,45430,11749,12,8.05,834,0,3,3,0.2586,business,0
44,65000,16735,36,14.74,674,7,5,3,0.2575,medical,0
23,98727,2395,36,21.73,625,0,2,4,0.0243,medical,1
52,51471,16364,12,9.95,779,19,6,0,0.3179,personal,0
55,25072,16843,48,18.5,449,18,5,2,0.6718,personal,1
58,29705,18175,24,13.34,789,3,2,2,0.6118,personal,1
33,54355,2462,24,5.68,452,13,0,0,0.0453,business,0
45,76189,3186,36,17.97,316,22,3,1,0.0418,business,1
29,66472,9945,48,7.87,647,28,7,4,0.1496,medical,0
24,63284,3835,48,15.74,758,13,1,2,0.0606,education,0
34,78564,1176,48,6.46,501,8,4,3,0.015,personal,1
57,42035,9687,24,21.1,722,8,1,1,0.2305,home_improvement,0
54,55343,13404,48,9.96,579,25,1,3,0.2422,personal,1
31,45633,28793,12,8.85,721,16,6,1,0.631,medical,0
61,50113,15292,60,7.2,764,14,7,1,0.3052,business,0
23,36887,22513,48,21.08,654,9,4,4,0.6103,medical,1
48,48808,11735,60,17.1,677,16,6,3,0.2404,medical,0
49,54501,15357,24,17.61,423,8,7,3,0.2818,medical,1
29,48313,11123,48,13.49,379,3,3,2,0.2302,home_improvement,1
23,52100,28098,36,13.07,532,27,5,0,0.5393,home_improvement,1
45,62290,7886,24,6.87,779,28,0,0,0.1266,personal,0
54,77296,8700,12,14.52,453,13,1,2,0.1126,business,1
32,78600,16779,12,9.2,708,2,6,1,0.2135,medical,0
62,68705,13244,60,21.61,330,28,5,2,0.1928,education,1
29,32320,9455,60,18.54,802,24,1,2,0.2925,personal,0
35,48512,17762,36,12.02,670,20,3,3,0.3661,personal,0
60,50062,11753,36,7.57,622,11,3,2,0.2348,medical,0
45,43171,11710,12,18.35,631,21,2,1,0.2712,personal,0
25,61162,13383,48,7.07,542,0,3,0,0.2188,medical,1
31,26302,1595,12,8.22,729,0,7,4,0.0606,personal,0
54,85484,2440,12,8.6,481,12,3,2,0.0285,business,1
44,76513,18521,36,14.47,772,13,1,2,0.2421,personal,0
35,63607,7938,60,18.38,675,15,0,3,0.1248,personal,0
58,53882,11202,36,10.34,380,6,6,3,0.2079,education,1
28,77119,21674,36,6.44,849,9,1,2,0.281,business,0
25,67409,11472,36,12.9,719,14,6,2,0.1702,business,0
46,74919,10739,12,17.72,766,7,5,1,0.1433,business,0
38,53937,17376,48,8.77,727,10,6,0,0.3222,personal,0
26,87207,8410,12,8.74,356,23,3,0,0.0964,home_improvement,0
57,76003,19217,24,21.1,621,13,2,4,0.2528,personal,0
33,64171,17253,36,21.22,841,12,0,0,0.2689,medical,0
48,77607,22981,36,21.84,794,22,2,4,0.2961,education,0
25,47455,7857,24,18.73,565,12,4,3,0.1656,business,1
33,33984,20201,36,8.2,526,26,2,4,0.5944,medical,1
37,60787,15324,36,8.6,353,8,7,4,0.2521,medical,1
60,53972,4047,36,10.78,303,16,2,0,0.075,home_improvement,1
52,51441,1000,24,10.41,738,17,5,2,0.0194,business,0
49,76893,7211,12,21.26,609,28,3,3,0.0938,personal,0
23,58008,13754,36,18.41,388,18,7,1,0.2371,business,1
60,59744,14624,48,17.31,619,12,5,4,0.2448,education,0
54,49113,11645,24,8.16,674,11,3,4,0.2371,business,0
60,70860,11699,60,20.46,800,28,7,4,0.1651,medical,0
47,67633,11244,24,19.07,533,20,5,2,0.1663,medical,1
33,70725,18187,12,7.78,636,19,3,1,0.2572,personal,0
53,46049,3382,24,19.81,484,19,7,0,0.0734,personal,1
26,78473,13609,60,9.63,737,7,7,3,0.1734,personal,0
44,88097,7063,48,6.37,479,23,7,2,0.0802,education,1
39,70156,6560,60,16.17,375,10,6,1,0.0935,business,1
36,40432,19057,24,16.11,571,6,3,3,0.4713,home_improvement,1
60,40560,6100,60,6.61,354,0,7,0,0.1504,business,1
48,48243,11162,24,10.42,376,9,3,3,0.2314,personal,1
53,44841,23750,48,21.88,595,14,2,4,0.5296,education,1
61,53720,17028,48,16.53,518,3,4,4,0.317,business,1
33,66383,9270,12,17.41,576,0,3,2,0.1396,medical,1
63,60219,9765,48,8.62,565,10,4,3,0.1622,business,1
45,58641,4636,36,6.34,342,29,4,4,0.0791,medical,1
62,50658,19803,60,9.71,660,4,1,2,0.3909,business,0
56,53670,18068,60,9.23,527,18,1,2,0.3366,business,1
47,69338,16119,24,8.99,526,18,0,2,0.2325,business,1
58,18784,16780,48,8.28,362,3,6,0,0.8933,personal,1
27,54794,7352,12,14.77,470,1,7,4,0.1342,medical,1
25,60183,2712,12,10.58,606,6,7,4,0.0451,education,0
63,69104,15363,12,18.95,333,27,7,1,0.2223,home_improvement,1
51,36819,17331,36,8.13,429,12,5,0,0.4707,medical,1
43,35867,21642,48,12.9,693,19,1,4,0.6034,personal,0
62,65511,10794,12,5.23,450,20,3,4,0.1648,medical,1
30,20719,9919,36,13.19,683,11,4,1,0.4787,education,0
52,78979,10564,60,5.95,316,29,5,3,0.1338,medical,1
63,59078,16024,24,21.62,313,1,7,3,0.2712,personal,1
50,83056,10307,48,18.44,380,21,0,0,0.1241,personal,1
59,35432,11686,48,13.33,506,8,7,2,0.3298,home_improvement,1
51,47145,16986,60,6.47,503,15,1,1,0.3603,education,0
38,15000,8244,48,15.07,678,7,2,1,0.5496,home_improvement,0
56,40677,20346,48,17.9,843,23,6,4,0.5002,business,1
22,51690,15798,48,8.24,322,17,5,4,0.3056,personal,1
34,19671,1000,48,14.66,461,3,0,1,0.0508,home_improvement,1
33,47896,8907,36,18.84,443,23,3,2,0.186,personal,1
49,19227,1000,36,18.06,403,10,5,3,0.052,personal,1
32,50365,10819,24,18.65,681,16,4,0,0.2148,business,0
59,75648,9010,48,19.95,754,7,3,3,0.1191,personal,0
22,54370,17009,60,20.94,716,18,3,0,0.3128,home_improvement,0
52,84847,6713,12,11.89,623,7,5,2,0.0791,education,0
33,69153,14326,24,14.67,470,5,7,1,0.2072,medical,0
47,79266,15413,12,18.44,573,22,2,2,0.1944,home_improvement,1
61,41230,13543,12,16.85,751,1,2,1,0.3285,business,0
37,40795,18840,48,21.92,424,14,7,4,0.4618,medical,1
60,61221,24409,60,5.23,682,0,5,0,0.3987,personal,0
51,26601,12671,12,11.04,616,5,7,4,0.4763,home_improvement,0
54,63480,14431,12,9.78,406,27,5,1,0.2273,medical,1
44,49169,6718,24,9.46,762,18,5,0,0.1366,home_improvement,0
55,78939,5882,60,8.78,729,3,6,0,0.0745,personal,0
26,67231,18202,60,17.06,636,12,6,4,0.2707,home_improvement,0
39,74740,17409,12,6.44,795,14,4,0,0.2329,business,0
50,41424,5822,60,17.61,661,8,1,1,0.1405,medical,0
27,73867,4150,24,16.79,731,2,3,1,0.0562,medical,0
30,81004,8107,24,9.26,819,1,5,4,0.1001,medical,0
61,54303,11151,24,9.3,705,15,6,2,0.2053,home_improvement,0
52,41691,9545,48,15.69,676,17,1,1,0.2289,personal,0
54,42007,12963,12,17.96,451,17,4,1,0.3086,home_improvement,1
48,77302,17502,60,19.9,621,5,3,0,0.2264,home_improvement,0
35,103318,14772,24,19.49,513,17,1,0,0.143,medical,1
50,37330,15216,12,21.4,364,10,3,1,0.4076,personal,1
57,35946,1000,12,14.88,569,6,7,4,0.0278,education,1
49,71585,2316,48,20.45,836,22,2,2,0.0324,personal,0
42,41429,7221,60,18.74,399,22,5,0,0.1743,home_improvement,1
24,73330,8211,60,20.21,404,13,7,0,0.112,business,1
40,63376,17038,24,5.2,430,28,2,2,0.2688,personal,1
52,54568,6726,24,21.42,688,17,0,0,0.1233,medical,0
56,62942,16001,12,13.05,620,6,4,4,0.2542,business,0
24,61843,7289,60,18.57,737,9,5,0,0.1179,education,0
47,51767,4794,60,7.16,318,7,7,0,0.0926,education,0
37,23385,5073,24,11.73,524,23,1,1,0.2169,business,1
32,58215,25549,36,9.61,759,13,3,4,0.4389,education,0
42,83315,7155,12,9.96,693,17,6,4,0.0859,business,0
37,26042,16145,60,7.1,525,4,0,1,0.62,home_improvement,1
30,37615,2650,48,18.7,659,13,4,3,0.0705,business,0
21,62682,20513,48,5.16,729,21,4,2,0.3273,home_improvement,0
42,55694,14094,36,10.31,314,24,4,4,0.2531,medical,1
46,62401,13643,24,7.96,845,21,1,3,0.2186,medical,0
38,42412,14482,24,15.01,713,25,7,2,0.3415,education,0
34,75924,15143,24,9.32,654,21,5,4,0.1994,business,0
49,55844,16854,48,9.4,756,9,2,0,0.3018,home_improvement,0
32,67545,8405,24,13.3,830,25,0,4,0.1244,medical,0
56,60764,8054,48,16.1,495,14,7,2,0.1325,medical,1
55,58158,12295,36,7.06,414,5,1,3,0.2114,medical,1
32,66283,16106,12,7.98,716,8,3,0,0.243,education,0
27,58356,11600,60,9.2,651,9,1,2,0.1988,medical,0
49,33576,16643,36,21.55,374,22,3,2,0.4957,personal,1
31,74572,15707,48,11.75,335,16,3,4,0.2106,education,1
53,69726,10698,36,15.18,541,0,4,1,0.1534,business,1
26,17076,1516,60,9.11,362,13,1,1,0.0888,personal,1
35,43224,8978,12,13.34,808,3,2,0,0.2077,education,0
52,73762,22456,60,6.26,487,27,3,2,0.3044,education,1
31,22115,14040,48,5.59,392,1,6,3,0.6349,home_improvement,1
43,71984,8162,60,12.97,304,2,4,0,0.1134,personal,0
46,52457,13503,36,11.78,737,27,2,0,0.2574,personal,0
54,79125,16059,24,7.33,465,6,7,4,0.203,personal,1
54,54979,8165,36,16.69,745,29,7,3,0.1485,medical,0
49,42002,19412,48,21.88,324,22,7,2,0.4622,medical,1
24,60545,14974,12,11.73,807,13,1,2,0.2473,business,0
37,54453,5400,60,15.62,397,11,2,2,0.0992,business,1
55,40404,17138,12,21.37,567,18,1,0,0.4242,business,1
33,94930,9542,48,19.14,692,28,3,4,0.1005,medical,0
61,37520,10925,60,12.88,584,17,7,0,0.2912,home_improvement,0
59,15000,5904,36,17.54,408,14,0,1,0.3936,business,0
35,83470,15788,36,7.18,326,28,0,1,0.1891,education,0
49,44495,11106,48,13.71,354,28,7,2,0.2496,medical,1
49,49658,16042,60,9.74,432,0,5,4,0.323,home_improvement,1
31,48557,8694,36,7.74,351,24,5,2,0.179,education,1
52,44746,8007,48,12.25,792,25,3,2,0.1789,education,0
22,41208,7521,48,7.23,597,2,2,0,0.1825,medical,0
34,37057,14376,12,16.88,698,24,1,2,0.3879,personal,0
40,56165,7917,36,12.76,317,14,7,2,0.141,home_improvement,1
42,47764,10781,60,14.03,545,3,0,4,0.2257,medical,1
31,68146,8889,36,7.49,802,14,7,4,0.1304,personal,0
47,63688,14640,36,7.38,388,9,1,4,0.2299,medical,1
23,38304,1588,36,14.92,502,5,3,2,0.0415,medical,1
37,56953,13482,48,21.75,539,12,2,4,0.2367,education,1
64,47478,22388,24,6.64,789,6,6,4,0.4715,medical,0
48,37150,19416,24,9.86,312,25,1,3,0.5226,personal,1
49,67409,8300,12,19.78,614,29,7,3,0.1231,education,0
41,52816,14967,36,6.23,497,21,2,1,0.2834,personal,1
36,47664,13803,24,19.89,542,0,6,0,0.2896,personal,1
57,39599,20816,12,13.91,806,21,0,0,0.5257,education,0
40,36497,1000,48,11.94,342,10,1,4,0.0274,personal,1
26,90797,18677,36,10.26,629,13,4,1,0.2057,business,0
39,61014,10394,60,10.05,728,5,0,1,0.1704,medical,0
25,35359,7540,48,10.2,461,4,2,3,0.2132,education,1
23,60181,7369,12,20.04,734,18,3,1,0.1224,education,0
21,74116,4200,48,17.3,532,25,4,2,0.0567,business,1
58,58015,8315,60,16.39,410,18,5,4,0.1433,business,1
35,79732,5521,48,18.58,531,26,1,2,0.0692,business,1
54,27229,13081,12,9.37,572,25,7,0,0.4804,business,1
55,19156,15539,60,15.51,340,12,5,3,0.8112,home_improvement,1
45,59689,10460,60,12.82,765,6,0,2,0.1752,education,0
44,59976,20998,48,18.3,376,7,7,4,0.3501,personal,1
32,15000,8709,60,10.26,789,13,1,2,0.5806,education,0
38,43775,10146,48,15.93,416,18,1,2,0.2318,education,1
35,36844,9162,36,20.0,733,18,4,1,0.2487,education,0
64,29944,15591,60,11.84,318,22,4,3,0.5207,business,1
36,36801,16197,48,6.13,495,25,4,0,0.4401,business,1
47,65724,14972,36,13.77,750,11,4,4,0.2278,home_improvement,0
28,36686,11255,60,10.88,724,22,3,4,0.3068,education,0
45,37303,3956,36,16.43,693,26,7,0,0.1061,medical,0
37,25861,10083,60,21.17,583,8,7,4,0.3899,home_improvement,0
49,77840,20868,12,13.26,333,13,2,1,0.2681,business,1
28,62823,18079,12,12.93,594,5,4,2,0.2878,education,0
35,15000,13764,48,16.13,550,14,0,1,0.9176,business,1
47,37319,9693,24,6.76,638,12,7,1,0.2597,personal,0
27,64513,11918,12,9.31,739,6,1,1,0.1847,business,0
23,78065,9719,24,20.62,479,10,5,0,0.1245,business,1
49,70135,19158,36,16.39,527,9,4,3,0.2732,home_improvement,1
64,48597,6966,36,5.23,322,0,0,0,0.1433,personal,1
44,20235,17542,24,8.48,626,6,3,0,0.8669,medical,0
23,70664,8824,48,16.61,453,17,0,1,0.1249,medical,0
40,49655,19925,60,17.99,445,22,5,3,0.4013,medical,1
35,56239,14560,24,19.28,551,2,5,0,0.2589,education,1
45,51806,7503,24,9.97,601,8,0,3,0.1448,medical,0
50,30600,10144,24,20.83,369,28,3,1,0.3315,education,1
34,61556,16269,24,14.4,842,4,7,0,0.2643,business,0
27,59076,9005,24,16.84,392,22,5,3,0.1524,medical,1
37,47335,12132,48,15.14,462,23,3,4,0.2563,home_improvement,1
64,63479,8922,12,7.09,380,12,1,0,0.1406,personal,1
40,30268,22554,60,21.37,362,15,4,0,0.7451,personal,1
56,50157,23586,12,7.09,735,15,5,0,0.4702,business,0
29,55470,20778,24,9.33,347,11,0,3,0.3746,personal,1
58,23771,11253,12,18.83,744,17,7,2,0.4734,personal,1
42,53972,9583,48,15.52,373,10,2,0,0.1776,business,0
22,68205,7325,36,19.25,841,16,2,4,0.1074,business,0
44,49541,21214,12,13.77,456,6,6,4,0.4282,business,1
28,54385,17584,60,11.41,786,14,1,1,0.3233,home_improvement,0
31,65122,17872,48,20.67,565,5,2,2,0.2744,business,1
33,48019,10500,36,5.62,555,5,1,2,0.2187,business,1
37,49639,1452,48,19.55,338,17,7,3,0.0293,business,1
28,33819,2832,24,8.92,354,18,4,1,0.0837,medical,0
41,54731,12345,36,19.43,327,19,6,3,0.2256,medical,1
38,48972,8863,60,7.37,417,18,1,1,0.181,home_improvement,0
50,63983,8173,36,14.86,669,1,3,2,0.1277,home_improvement,0
38,65142,14070,60,20.1,508,2,3,3,0.216,personal,1
51,69241,18081,24,13.05,615,13,6,1,0.2611,medical,0
58,45851,7792,60,17.69,692,21,7,2,0.1699,home_improvement,0
52,15821,4166,48,18.68,743,24,7,2,0.2633,home_improvement,1
31,68349,7935,12,17.52,558,3,3,0,0.1161,personal,1
45,62760,5736,48,20.73,497,21,5,3,0.0914,business,1
53,43564,15556,48,12.6,744,16,3,0,0.3571,education,0
58,64988,11975,36,7.94,604,27,3,2,0.1843,personal,0
61,28925,23282,24,5.81,638,5,7,3,0.8049,education,0
28,73544,16408,12,9.19,828,27,3,3,0.2231,personal,0
31,48994,22883,60,7.43,353,18,3,4,0.4671,personal,1
42,40079,3576,36,14.49,411,8,5,1,0.0892,business,0
44,43809,1000,24,8.14,718,3,3,4,0.0228,home_improvement,0
61,50833,13457,12,5.66,604,6,3,4,0.2647,medical,0
37,54783,12739,48,5.61,737,3,4,2,0.2325,personal,0
32,55869,11263,24,19.14,384,10,7,1,0.2016,business,1
52,47267,12574,24,15.05,823,21,7,4,0.266,education,0
35,58604,5255,24,11.09,551,29,5,4,0.0897,home_improvement,1
36,55149,15379,48,20.2,425,22,3,3,0.2789,personal,1
42,43343,16417,60,6.19,704,1,1,2,0.3788,education,0
48,40632,4801,36,21.67,603,9,6,4,0.1182,personal,0
40,65950,9878,60,15.48,327,5,7,1,0.1498,medical,1
53,64437,10248,12,8.12,565,7,4,0,0.159,medical,0
30,56028,7975,36,16.54,351,14,5,0,0.1423,home_improvement,0
60,71635,5033,12,17.98,810,12,2,2,0.0703,education,0
52,19696,12075,48,12.3,506,28,0,0,0.6131,medical,1
53,44840,13564,60,19.65,810,27,5,3,0.3025,business,0
22,34186,8338,24,7.56,500,21,6,3,0.2439,home_improvement,1
